tweet,subtask_a,subtask_b,subtask_c,cleaned_tweet,stemmed_tweet,cleaned_s
@USER @USER @USER @USER @USER Bitch.. URL,1,0,-1,['bitch'],['bitch'],bitch
&amp; terroism &amp; starvation &amp; Flint &amp; poverty &amp; climate change &amp; global warming &amp; sex trafficking &amp; bullying &amp; body shaming &amp; police brutality &amp; feminism &amp; gun control &amp; marches &amp; protests,1,1,0,"['amp', 'terroism', 'amp', 'starvation', 'amp', 'flint', 'amp', 'poverty', 'amp', 'climate', 'change', 'amp', 'global', 'warming', 'amp', 'sex', 'trafficking', 'amp', 'bullying', 'amp', 'body', 'shaming', 'amp', 'police', 'brutality', 'amp', 'feminism', 'amp', 'gun', 'control', 'amp', 'marches', 'amp', 'protests']","['amp', 'terroism', 'amp', 'starvat', 'amp', 'flint', 'amp', 'poverti', 'amp', 'climat', 'chang', 'amp', 'global', 'warm', 'amp', 'sex', 'traffick', 'amp', 'bulli', 'amp', 'bodi', 'shame', 'amp', 'polic', 'brutal', 'amp', 'femin', 'amp', 'gun', 'control', 'amp', 'march', 'amp', 'protest']",amp terroism amp starvation amp flint amp poverty amp climate change amp global warming amp sex trafficking amp bullying amp body shaming amp police brutality amp feminism amp gun control amp marches amp protests
@USER yea your the bitch on the right getting smacked URL,1,0,-1,"['yea', 'bitch', 'right', 'getting', 'smacked']","['yea', 'bitch', 'right', 'get', 'smack']",yea bitch right getting smacked
@USER Hahaha BIG thighs is not going to make it,1,1,0,"['hahaha', 'big', 'thighs', 'going', 'make']","['hahaha', 'big', 'thigh', 'go', 'make']",hahaha big thighs going make
"#maga #christineford #trump2020 #tcot #ccot #AmericaFirst #Patriots @USER  #BrettKavanaugh had this to say about Bill Clinton during Whitewater:   It's imperative to make his pattern of revolting behavior clear -- piece by painful piece.""   Indeed. URL",1,1,0,"['maga', 'christineford', 'tcot', 'ccot', 'americafirst', 'patriots', 'brettkavanaugh', 'say', 'bill', 'clinton', 'whitewater', 'imperative', 'make', 'pattern', 'revolting', 'behavior', 'clear', 'piece', 'painful', 'piece', 'indeed']","['maga', 'christineford', 'tcot', 'ccot', 'americafirst', 'patriot', 'brettkavanaugh', 'say', 'bill', 'clinton', 'whitewat', 'imper', 'make', 'pattern', 'revolt', 'behavior', 'clear', 'piec', 'pain', 'piec', 'inde']",maga christineford tcot ccot americafirst patriots brettkavanaugh say bill clinton whitewater imperative make pattern revolting behavior clear piece painful piece indeed
"#MAGA people are very low IQ. GDP Growth"" means LITERALLY NOTHING. In no way does this translate to higher income for white familes or individuals. All that billions goes to companies or government.   And what jobs did he create? Labour which pays less than living wage lmao? URL",1,1,0,"['maga', 'people', 'low', 'iq', 'gdp', 'growth', 'means', 'literally', 'nothing', 'way', 'translate', 'higher', 'income', 'white', 'familes', 'individuals', 'billions', 'goes', 'companies', 'government', 'jobs', 'create', 'labour', 'pays', 'less', 'living', 'wage', 'lmao']","['maga', 'peopl', 'low', 'iq', 'gdp', 'growth', 'mean', 'liter', 'noth', 'way', 'translat', 'higher', 'incom', 'white', 'famil', 'individu', 'billion', 'goe', 'compani', 'govern', 'job', 'creat', 'labour', 'pay', 'less', 'live', 'wage', 'lmao']",maga people low iq gdp growth means literally nothing way translate higher income white familes individuals billions goes companies government jobs create labour pays less living wage lmao
@USER Bro go watch how he hold his backwood in the interview like that shit was irritating lmao nigga is mad suspicious,1,1,0,"['bro', 'go', 'watch', 'hold', 'backwood', 'interview', 'like', 'shit', 'irritating', 'lmao', 'nigga', 'mad', 'suspicious']","['bro', 'go', 'watch', 'hold', 'backwood', 'interview', 'like', 'shit', 'irrit', 'lmao', 'nigga', 'mad', 'suspici']",bro go watch hold backwood interview like shit irritating lmao nigga mad suspicious
A bitch built like that could beat my ass all she wants URL,1,1,0,"['bitch', 'built', 'like', 'could', 'beat', 'ass', 'wants']","['bitch', 'built', 'like', 'could', 'beat', 'ass', 'want']",bitch built like could beat ass wants
@USER @USER Very pathetic man !,1,1,0,"['pathetic', 'man']","['pathet', 'man']",pathetic man
@USER @USER @USER @USER @USER @USER You must be talking about hateful conservatives.,1,1,1,"['must', 'talking', 'hateful', 'conservatives']","['must', 'talk', 'hate', 'conserv']",must talking hateful conservatives
@USER @USER Thats correct!!! #MAGA,1,1,0,"['thats', 'correct', 'maga']","['that', 'correct', 'maga']",thats correct maga
@USER @USER @USER This leftist is what is wrong in liberal colleges. More ppl and students will come out and will unmask this corrupt woman who is determined to destroy a good judge because she wants only liberals in the courts. @USER  @USER  @USER,1,1,0,"['leftist', 'wrong', 'liberal', 'colleges', 'ppl', 'students', 'come', 'unmask', 'corrupt', 'woman', 'determined', 'destroy', 'good', 'judge', 'wants', 'liberals', 'courts']","['leftist', 'wrong', 'liber', 'colleg', 'ppl', 'student', 'come', 'unmask', 'corrupt', 'woman', 'determin', 'destroy', 'good', 'judg', 'want', 'liber', 'court']",leftist wrong liberal colleges ppl students come unmask corrupt woman determined destroy good judge wants liberals courts
"@USER @USER @USER @USER This is great! Mark The Great One"" Levin and Candace ""The Great"" Owens together! This team is unbeatable! They just sent liberals into a frenzy again! A whole block of liberal voters just had their heads explode! And...sadly, Alyssa Milano just wet her pants again! Great team!""",1,1,1,"['great', 'mark', 'great', 'one', 'levin', 'candace', 'great', 'owens', 'together', 'team', 'unbeatable', 'sent', 'liberals', 'frenzy', 'whole', 'block', 'liberal', 'voters', 'heads', 'explode', 'andsadly', 'alyssa', 'milano', 'wet', 'pants', 'great', 'team']","['great', 'mark', 'great', 'one', 'levin', 'candac', 'great', 'owen', 'togeth', 'team', 'unbeat', 'sent', 'liber', 'frenzi', 'whole', 'block', 'liber', 'voter', 'head', 'explod', 'andsadli', 'alyssa', 'milano', 'wet', 'pant', 'great', 'team']",great mark great one levin candace great owens together team unbeatable sent liberals frenzy whole block liberal voters heads explode andsadly alyssa milano wet pants great team
@USER #StrataData #AI #data #hairball: @USER TDavis touring the application of #Cognitive and #machinelearning techniques to speed #Governance of #data URL,1,1,1,"['stratadata', 'ai', 'data', 'hairball', 'tdavis', 'touring', 'application', 'cognitive', 'machinelearning', 'techniques', 'speed', 'governance', 'data']","['stratadata', 'ai', 'data', 'hairbal', 'tdavi', 'tour', 'applic', 'cognit', 'machinelearn', 'techniqu', 'speed', 'govern', 'data']",stratadata ai data hairball tdavis touring application cognitive machinelearning techniques speed governance data
@USER @USER @USER @USER I wasn't proposing scare tactics. I really meant what I said. Trump can easily pull the good maga Republicans and can easily steal enough votes from GOP Dem and independents and will bring fresh breath to our rotten politics. Think about it.,1,1,0,"['proposing', 'scare', 'tactics', 'really', 'meant', 'said', 'trump', 'easily', 'pull', 'good', 'maga', 'republicans', 'easily', 'steal', 'enough', 'votes', 'gop', 'dem', 'independents', 'bring', 'fresh', 'breath', 'rotten', 'politics', 'think']","['propos', 'scare', 'tactic', 'realli', 'meant', 'said', 'trump', 'easili', 'pull', 'good', 'maga', 'republican', 'easili', 'steal', 'enough', 'vote', 'gop', 'dem', 'independ', 'bring', 'fresh', 'breath', 'rotten', 'polit', 'think']",proposing scare tactics really meant said trump easily pull good maga republicans easily steal enough votes gop dem independents bring fresh breath rotten politics think
@USER @USER @USER @USER Only a liberal would support a liberal that spent a MILLION to get liberals elected to office. #LibFAIL! URL,1,1,1,"['liberal', 'would', 'support', 'liberal', 'spent', 'million', 'get', 'liberals', 'elected', 'office', 'libfail']","['liber', 'would', 'support', 'liber', 'spent', 'million', 'get', 'liber', 'elect', 'offic', 'libfail']",liberal would support liberal spent million get liberals elected office libfail
@USER It’s so weirdly vicious and bitter to extrapolate from ‘everyone should have access to decent healthcare’ to ‘Liberals think all criminals should be free.’  It reveals a pretty brutalist and impenetrable mind.,1,1,1,"['weirdly', 'vicious', 'bitter', 'extrapolate', 'everyone', 'access', 'decent', 'healthcare', 'liberals', 'think', 'criminals', 'free', 'reveals', 'pretty', 'brutalist', 'impenetrable', 'mind']","['weirdli', 'viciou', 'bitter', 'extrapol', 'everyon', 'access', 'decent', 'healthcar', 'liber', 'think', 'crimin', 'free', 'reveal', 'pretti', 'brutalist', 'impenetr', 'mind']",weirdly vicious bitter extrapolate everyone access decent healthcare liberals think criminals free reveals pretty brutalist impenetrable mind
@USER What the fuck game are you watching?,1,0,-1,"['fuck', 'game', 'watching']","['fuck', 'game', 'watch']",fuck game watching
@USER Why? Why are liberals so trashy?,1,1,1,"['liberals', 'trashy']","['liber', 'trashi']",liberals trashy
@USER Yes I saw this and I will say tapper kept basket her and she kept coming back with stupid answers And he finally gave up I don’t think he is a big fan of her policies he’s not that stupid please,1,1,0,"['yes', 'saw', 'say', 'tapper', 'kept', 'basket', 'kept', 'coming', 'back', 'stupid', 'answers', 'finally', 'gave', 'dont', 'think', 'big', 'fan', 'policies', 'hes', 'stupid', 'please']","['ye', 'saw', 'say', 'tapper', 'kept', 'basket', 'kept', 'come', 'back', 'stupid', 'answer', 'final', 'gave', 'dont', 'think', 'big', 'fan', 'polici', 'he', 'stupid', 'pleas']",yes saw say tapper kept basket kept coming back stupid answers finally gave dont think big fan policies hes stupid please
@USER If you go by anything other than he or she you are fucked in the head.,1,1,0,"['go', 'anything', 'fucked', 'head']","['go', 'anyth', 'fuck', 'head']",go anything fucked head
@USER All you need to know is he is empty inside,1,1,0,"['need', 'know', 'empty', 'inside']","['need', 'know', 'empti', 'insid']",need know empty inside
@USER The Liberals are mentally unstable!!,1,1,1,"['liberals', 'mentally', 'unstable']","['liber', 'mental', 'unstabl']",liberals mentally unstable
@USER @USER Who authorized a search warrant of mr Jean home?  Racist what about her drug test. This is premediated murder. He will not be slandered. He is the victim.,1,1,0,"['authorized', 'search', 'warrant', 'mr', 'jean', 'home', 'racist', 'drug', 'test', 'premediated', 'murder', 'slandered', 'victim']","['author', 'search', 'warrant', 'mr', 'jean', 'home', 'racist', 'drug', 'test', 'premedi', 'murder', 'slander', 'victim']",authorized search warrant mr jean home racist drug test premediated murder slandered victim
@USER @USER @USER i have heard he is making waves,1,1,0,"['heard', 'making', 'waves']","['heard', 'make', 'wave']",heard making waves
#ThursdayThoughts- FUCK liberals. Forever.,1,1,1,"['thursdaythoughts', 'fuck', 'liberals', 'forever']","['thursdaythought', 'fuck', 'liber', 'forev']",thursdaythoughts fuck liberals forever
@USER Once again it's been proven that all gun control laws are intended to disarm the law abiding citizens and subvert the #2A. Criminal *don't* care about gun laws.,1,1,1,"['proven', 'gun', 'control', 'laws', 'intended', 'disarm', 'law', 'abiding', 'citizens', 'subvert', 'criminal', 'care', 'gun', 'laws']","['proven', 'gun', 'control', 'law', 'intend', 'disarm', 'law', 'abid', 'citizen', 'subvert', 'crimin', 'care', 'gun', 'law']",proven gun control laws intended disarm law abiding citizens subvert criminal care gun laws
@USER @USER Mxm nigger thinks we give a fuck URL,1,1,0,"['mxm', 'nigger', 'thinks', 'give', 'fuck']","['mxm', 'nigger', 'think', 'give', 'fuck']",mxm nigger thinks give fuck
@USER @USER She is a fake. Vote her out. Now she wants sympathy.,1,1,0,"['fake', 'vote', 'wants', 'sympathy']","['fake', 'vote', 'want', 'sympathi']",fake vote wants sympathy
10kids from different women from this American jobless men? Nigerian men you are the bomb!!!,1,1,2,"['different', 'women', 'american', 'jobless', 'men', 'nigerian', 'men', 'bomb']","['differ', 'women', 'american', 'jobless', 'men', 'nigerian', 'men', 'bomb']",different women american jobless men nigerian men bomb
@USER This Russian agent is a DISGRACE. Hey old creep @USER you are going to die in prison. You and Trump sold America to the Russians and it’s time you do the time for your years of crimes. Scumbag.,1,1,0,"['russian', 'agent', 'disgrace', 'hey', 'old', 'creep', 'going', 'die', 'prison', 'trump', 'sold', 'america', 'russians', 'time', 'time', 'years', 'crimes', 'scumbag']","['russian', 'agent', 'disgrac', 'hey', 'old', 'creep', 'go', 'die', 'prison', 'trump', 'sold', 'america', 'russian', 'time', 'time', 'year', 'crime', 'scumbag']",russian agent disgrace hey old creep going die prison trump sold america russians time time years crimes scumbag
@USER What insanely ridiculous bullshit.,1,0,-1,"['insanely', 'ridiculous', 'bullshit']","['insan', 'ridicul', 'bullshit']",insanely ridiculous bullshit
@USER We shouldn’t be surprised. These same pigs worked with neonazis to unmask antifa protestors. And the local coverage by shit journos like @USER didn’t cover that AT ALL. We had to rely on @USER for investigative coverage URL,1,1,1,"['shouldnt', 'surprised', 'pigs', 'worked', 'neonazis', 'unmask', 'antifa', 'protestors', 'local', 'coverage', 'shit', 'journos', 'like', 'didnt', 'cover', 'rely', 'investigative', 'coverage']","['shouldnt', 'surpris', 'pig', 'work', 'neonazi', 'unmask', 'antifa', 'protestor', 'local', 'coverag', 'shit', 'journo', 'like', 'didnt', 'cover', 'reli', 'investig', 'coverag']",shouldnt surprised pigs worked neonazis unmask antifa protestors local coverage shit journos like didnt cover rely investigative coverage
@USER @USER Because 45% of Americans are too lazy to vote.  Non-voters skew liberal. And too many liberals who do vote throw their vote away on 3rd party losers. Next question?,1,1,2,"['americans', 'lazy', 'vote', 'nonvoters', 'skew', 'liberal', 'many', 'liberals', 'vote', 'throw', 'vote', 'away', 'party', 'losers', 'next', 'question']","['american', 'lazi', 'vote', 'nonvot', 'skew', 'liber', 'mani', 'liber', 'vote', 'throw', 'vote', 'away', 'parti', 'loser', 'next', 'question']",americans lazy vote nonvoters skew liberal many liberals vote throw vote away party losers next question
"@USER @USER I'm sure he doesn't call his gated community's private security firm Bull Connors"" though. It's funny: Now liberals LOVE privatization of police!""",1,1,1,"['sure', 'call', 'gated', 'communitys', 'private', 'security', 'firm', 'bull', 'connors', 'though', 'funny', 'liberals', 'love', 'privatization', 'police']","['sure', 'call', 'gate', 'commun', 'privat', 'secur', 'firm', 'bull', 'connor', 'though', 'funni', 'liber', 'love', 'privat', 'polic']",sure call gated communitys private security firm bull connors though funny liberals love privatization police
