sentence	label
voters know right side gun issue gun control gun rights answer may help determine whether nrafinanced rep comstock wins reelection	1
deals mexico eu trade trade deals need want gun control deal climate deal	1
scumbag considers running president want publicly swear oath school never tried cop feel liberals like show pure driven snow	0
snack making steak later lol	0
texan would grant automatic citizenship illegal immigrants never elected	1
thought lisa oneill rode brilliant though	0
liberals never able grasp consequencesyour example perfect responsehe probably still unable understand though	0
yes bitch	1
omg thats fucking crazy	1
say grab difference maker home run hitter compliment smoke means release grant snead take dont know whole story browns would release legit number one wr	1
peaking hizbollah flag	0
mean still superman pleaseeeeee say	0
notified twitter last night tweets seen amp cant see many followers tweets also testifying last week senate qfd ban suddenly disappeared minute tweets steer towards politics nothing goes	0
tip franchise qb	0
course	0
magas first victory lap vote	0
focus price stats behind plate	0
good head case go get passrusher	0
u expect vile violent lying disgusting liberals	1
democrats leadership silent violence republicans reason explains response antifa encouraging	0
missing inmate number	1
actualy im pretty sure banned guns would definitely stop criminals getting one wants logic gun control laws better gun control laws	0
uncomefortbul miss williams great actor thinks miss williams order said ref rules apply even miss williams turning women bone miss williams order stone wall	1
political theater liberals really stupid believe fbi investigates state crimes especially incidents happened years ago juvenile nothing tactic delay kavanaughs confirmation	0
antifa wannabe	0
yeeeeess	0
none gun control proven failure like mexico rather need reintroduce moral teaching schools fix brocken mental health system	0
anything right shadowed florence think holding till storm	0
welcome dear	0
funny even woman brought roe vs wade scotus regretted later one thing medical emergency required abortion though rare amp another liberals celebrating killing unborn children amp pretending health care	1
saying theyll become another victim clintons	1
omg xd worst best case best cuase made laught part asking dead hurts poor thing rest standin like nope suffering dead yeah pretty dead	0
calls intellectual prostitute knows smarter intellectual	1
democrats want pound kavanaugh flesh tcot maga rednationrising	0
sean penn metoo movement seeks divide men women lt got ta say stand w jeff spicoli one maga confirmkavanaugh	1
maxine cracked pot run town loser joke also	1
oh look antifa playopmayflower goodtrumpsevil patriotsfight qanon maga magabots digitalsoldiers fisagate gitmo draintheswamp enjoytheshow lockherup strawberryrecall	0
conservatives cut budget social housing part austerity measures new announcement pure spin simply plays failure collective memory	0
linked article showing wrong telling libertarians conservatives aka right supposedly believe bigoted pattern noticed never seems wrong	0
alone dang mama chu isnt taking prisoners	0
made sex playlist baby wam wherever get ready get pregnant cause wow	0
looks like taking couch tonight	0
daniels said job reflect character really cheap sleezy porn lap dancer high road take type job	1
long time proponent killing unborn	0
literally woke sexy	0
please help distressed	0
lie push gun control narrative actual number much lower look using reach number see high always playing politics	1
craziest mf sadly far worse examples good christians	1
way john lewis apologize anyone hero	0
least honest lmao	0
antifa sign anything theyre paid enough	0
actually sympathy chris point seems line moved far left actual liberals common conservatives passes left days ecause whatever left liberal	0
happy savagesongs broken world time lst yr dropped door damn shit little know ride going take us fans thank masterpiece garynuman savage	1
maga patriot qanon walkaway godsarmy thegreatawakening jesuslives catchtheredwave votered please sign remove conservatorship obama put fannie mae amp freddie	0
recycled tweet stir passions men watch porn strangely insult women make well done bb	0
love movies much think amazing beautiful	0
getting predictable	0
man gregg	0
usc sec et al time press federal criminal charges eric holder swamp scum	1
get boy pie stat	0
reading thread sure seems like followers gun control jimmy	1
antifa calling nazis pot calling kettle black	0
embarrassment kicked	1
really dems behind violence mass murderers confrontations antifa wake	0
democracy course means democrat party	0
go back canada freak	1
need know liberals represents party well	0
favor gun control thats switzerland correct saying	1
pit bull debate like gun control pit bull kills someone comes pictures heres loving pit gun kills someone guns never killed anyone	0
